RPI,W875RX1,DPCERA3M086SBEA,CMRMTSPLx,RETAILx,INDPRO,IPFPNSS,IPFINAL,IPCONGD,IPDCONGD,IPNCONGD,IPBUSEQ,IPMAT,IPDMAT,IPNMAT,IPMANSICS,IPB51222S,IPFUELS,CUMFNS,HWI,CLF16OV,CE16OV,UNRATE,UEMPMEAN,UEMPLT5,UEMP5TO14,UEMP15OV,UEMP15T26,UEMP27OV,CLAIMSx,PAYEMS,USGOOD,CES1021000001,USCONS,MANEMP,DMANEMP,NDMANEMP,SRVPRD,USTPU,USWTRADE,USTRADE,USFIRE,USGOVT,CES0600000007,AWOTMAN,AWHMAN,HOUST,HOUSTNE,HOUSTMW,HOUSTS,HOUSTW,PERMIT,PERMITNE,PERMITMW,PERMITS,PERMITW,ACOGNO,AMDMNOx,ANDENOx,AMDMUOx,BUSINVx,ISRATIOx,M1SL,M2SL,M2REAL,BOGMBASE,TOTRESNS,NONBORRES,BUSLOANS,REALLN,NONREVSL,S&P 500,S&P: indust,S&P div yield,S&P PE ratio,FEDFUNDS,CP3Mx,TB3MS,TB6MS,GS1,GS5,GS10,AAA,BAA,TB6SMFFM,T1YFFM,T5YFFM,T10YFFM,AAAFFM,BAAFFM,TWEXAFEGSMTHx,EXSZUSx,EXJPUSx,EXUSUKx,EXCAUSx,WPSFD49207,WPSFD49502,WPSID61,WPSID62,PPICMM,CPIAUCSL,CPIAPPSL,CPITRNSL,CPIMEDSL,CUSR0000SAC,CUSR0000SAD,CUSR0000SAS,CPIULFSL,CUSR0000SA0L2,CUSR0000SA0L5,PCEPI,DDURRG3M086SBEA,DNDGRG3M086SBEA,DSERRG3M086SBEA,CES0600000008,CES2000000008,CES3000000008,UMCSENTx,DTCOLNVHFNM,DTCTHFNM,INVEST,VIXCLSx,year,month,Real Oil Prices
8.986886272571907,8.839001290492313,4.024815850769983,13.54428027101807,12.005919038583045,4.134350239646198,4.262926339624664,4.237887766895592,4.394677535998846,4.07806274658807,4.507240890292201,3.756393255649341,3.981399821865468,3.531971254989255,4.615873708368818,4.134689659044724,4.313359616341024,4.157065823768236,4.374655799185128,7.987524480188441,11.756686997371707,11.679659498430931,7.4,2.839078521988145,8.135053908904652,7.937731775617124,8.069655307199056,7.2619270934045055,7.479299638347486,12.970377020408776,11.59321429620826,10.004553861316126,6.434064863484316,8.438366411086669,9.729431740218711,9.207235557123015,8.829958044381765,11.364808214028884,10.003604343916138,8.53866109822723,9.45855890187201,8.7830896719494,9.837080620391962,3.693867020500597,1.3862946111198593,3.706228117018574,7.167809185087454,4.919980933127395,5.793013611432924,6.269096285600201,5.717027704695695,6.986566460330641,4.812184363502499,5.579729829759807,6.098074284413431,5.517452900480772,11.411844667141525,11.695455333407471,10.58385339875666,13.052417194519714,13.608148077928066,0.4252683889989017,6.842363061282662,8.132677112352237,7.802658929383291,12.723675253578168,4.030694552907634,10.936672035899576,6.409149357940851,6.77395790927456,6.277932903929846,6.009697317823873,6.183860191535862,1.106697159510083,3.093492684996648,3.98,4.3,4.04,4.18,4.63,6.95,7.54,8.35,9.25,0.2,0.65,2.97,3.56,4.37,5.27,4.663881963955268,0.4117128833833181,4.88931627170078,0.5445317363446958,0.1763043228315546,4.8072943782481605,4.79413629377886,4.735320879232768,4.57574138559594,4.71760562425443,4.9351931061184695,4.877484788924897,4.828313745302301,5.230038531148061,4.853591552286882,4.76898827970645,5.013298418164676,4.936629887964511,4.912654893088993,4.914858346039244,4.1985394137574055,4.90108825680307,4.182187553047292,4.065979397811392,2.4782177455298178,2.6217659051796134,2.426571161114256,4.330733353444225,11.050763013199392,12.159441885673369,6.619468891969088,2.786411557635226,1992,3,2.6101967242025084
8.99061659169869,8.841751885775247,4.025655233946961,13.550922277907816,12.011935559487574,4.142042082054014,4.270416086523548,4.245490747357761,4.404082860414333,4.096502249406644,4.513472583959782,3.765907645773196,3.989348813362109,3.538669777488548,4.617715177499052,4.14019073041825,4.355544058867256,4.163352782480148,4.37772992954293,7.951559331507364,11.758542583255178,11.682043571927718,7.4,2.856470263691746,8.100464891332761,7.94484671135648,8.048788283853687,7.229838778875888,7.467371067488989,12.94383461885146,11.594643691264302,10.004779804063183,6.427135498890289,8.434463544034491,9.73097770318558,9.208037723013735,8.832587702580454,11.36654617618482,10.004011390347646,8.53636817099848,9.459907719522144,8.784774592314061,9.838362192629033,3.701301998803851,1.3862946111198593,3.70868210591992,7.00215595531354,4.812184363502499,5.46806014535454,6.16541785633226,5.572154035980046,6.960347730050074,4.770684632940241,5.493061447455775,6.052089171277358,5.5909869842422,11.413491795265788,11.731820002003058,10.594256908335169,13.054356448289992,13.611499066029795,0.4252683889989017,6.849914280351833,8.131442471711315,7.799261394443699,12.716198024184774,3.919991194918592,10.827746454079302,6.404241526546042,6.78124796082929,6.272554126124007,6.009820051846824,6.183179350982387,1.1065744252303045,3.116923330857391,3.73,4.04,3.75,3.87,4.3,6.78,7.48,8.33,9.21,0.14,0.57,3.05,3.75,4.6,5.48,4.659890081167774,0.4183161782413023,4.894397321714639,0.5633806917822846,0.1717668850302665,4.808111038148047,4.794963765892046,4.737075265632272,4.585987376764997,4.724729429918845,4.937347505500025,4.872904628281286,4.833102261995881,5.235909911741399,4.854371279415823,4.771531731670717,5.016617372400709,4.939497273421112,4.91559175274074,4.917056954457334,4.201238915948653,4.903057514717585,4.182584366330531,4.069727380536746,2.4815678321345223,2.622492385362202,2.4300985013211704,4.346399469984099,11.071003819867006,12.159566820276025,6.628020742368774,2.784301175385714,1992,4,2.6749894077488827
9.00011798187389,8.851692053786067,4.033497016601667,13.55267042679148,12.02020681521872,4.145886508193284,4.273480508676472,4.248250940781663,4.405712655454805,4.113261192563706,4.509713806497113,3.776391145508772,3.994181645245224,3.5516154181213766,4.623794678379335,4.149378700088349,4.291157841046013,4.150958028531037,4.381811624060756,7.971776123225693,11.763365066264903,11.68198446153905,7.8,2.901421649027803,8.165647925581755,7.940583827460242,8.23164218023951,7.382746450360802,7.673223121586824,12.9450293621238,11.596503454634522,10.003242385718371,6.412146622662504,8.430327258612726,9.730680588170191,9.206934578941691,8.833462720865704,11.369274470035618,10.003649579480344,8.532830292392534,9.46056198120336,8.78783082941134,9.839588826739195,3.696351493766533,1.4109872176126714,3.70868210591992,7.043159916861702,4.744932137058902,5.620400869340338,6.135564893246241,5.67675380569294,6.963189986816311,4.804021052929977,5.488937730288918,6.07993319738392,5.545177448385813,11.447127484390476,11.718589129345244,10.581394183705171,13.05118311532409,13.617604592667876,0.4187109927527054,6.8609780884710965,8.129587647903529,7.792390211865146,12.728134901225118,3.901972689776664,10.805679360051066,6.398704414398973,6.779190391115755,6.266381771309513,6.011928722689695,6.177861125129937,1.1044657553235693,3.1526906597963285,3.76,3.92,3.66,3.77,4.17,6.48,7.26,8.22,9.05,0.01,0.41,2.72,3.5,4.46,5.29,4.625268543081315,0.3541725154747535,4.842890979157758,0.6179391420165434,0.1789834916484916,4.815431119575015,4.803201044690671,4.745801324415934,4.621043544986901,4.735320879232768,4.94235646048072,4.883559219098302,4.83945148962415,5.244916595095183,4.86058730559853,4.774912969014005,5.021904892946444,4.94591898648894,4.920710593862214,4.922168320057247,4.20433436119431,4.9028050719632255,4.188517747408103,4.072354561367711,2.4857397193558355,2.6304490271247656,2.4344902515163995,4.387014188622731,11.051223283179658,12.169042722847218,6.652466306798392,2.6914532979772026,1992,6,2.7714282258283687
8.99932151866164,8.850345638056108,4.036839046972957,13.565973409957424,12.027286830633326,4.154824875587356,4.283438978556956,4.259518561400859,4.418656265505397,4.13940716862463,4.51793988685494,3.786532364852648,4.001830820404465,3.562978901006548,4.624010595599319,4.158303243409975,4.300735244595863,4.1542505101680485,4.388141662224135,7.964850887794777,11.7641743355545,11.684464094407138,7.7,2.8959119935203974,8.142645186233661,7.948738455166717,8.192570471428876,7.306531399610646,7.661056382832639,13.00076055564734,11.597257422194462,10.002155724378133,6.407539835977238,8.427268484107069,9.73026447878689,9.204925739375229,8.835355971267102,11.37049747184948,10.001838558928398,8.529181049259181,9.45916726453726,8.78752562568553,9.842515995597788,3.696351493766533,1.4109872176126714,3.70868210591992,7.037905964325145,4.812184363502499,5.598421962702078,6.1569789877042,5.613128110037705,6.993015123851234,4.85981241211361,5.5294290914796775,6.08904487771442,5.587248662145568,11.44330739810008,11.716600733097197,10.57085528013424,13.041914420558273,13.623257446142096,0.4121103130782692,6.870364890801676,8.129734981895178,7.789702982847722,12.737876675684294,3.908015004110928,10.809727948576985,6.395696897348973,6.778258708077164,6.267675883369698,6.028398997310393,6.188592613271624,1.0898849331822795,3.181258581725489,3.25,3.44,3.21,3.28,3.6,5.84,6.84,8.07,8.84,0.03,0.35,2.59,3.59,4.82,5.59,4.601638539961208,0.2887072967297251,4.835342584974308,0.6511270727551934,0.1759689214661776,4.814620418280598,4.803201044690671,4.746669756942346,4.621043544986901,4.7570325438884025,4.945207495891238,4.888090948873956,4.843399382600563,5.250176996466691,4.862135293511764,4.776599310040222,5.025195451997887,4.948759897470366,4.923623924379354,4.924350932766685,4.207628618557056,4.904237210721533,4.19074507164342,4.076435158646379,2.48490673312133,2.6232183381544503,2.4362415652957794,4.338597089801376,11.060620290031965,12.169643125376131,6.666419499258117,2.588034750460732,1992,7,2.740954879227827
8.996615079420579,8.847862911811143,4.050880208215062,13.569487615618236,12.049436379196402,4.163142763650955,4.29226877591733,4.269875070288127,4.429636352390468,4.157180087209548,4.526507869303045,3.796731136737072,4.009507202162388,3.5763628669659413,4.623329316424049,4.164268571177088,4.35737912762874,4.159193988148769,4.384393843123805,8.009030685402177,11.763224933917458,11.685836212018408,7.4,2.8848007687126294,8.10681603924853,7.98036576545336,8.13064796845496,7.24779258247959,7.596894438646552,12.80008986018569,11.601659523966628,10.000705003296856,6.393925147867529,8.435115080597738,9.726631035232904,9.200693995025349,8.832587702580454,11.37638383184029,10.001883874437636,8.525101835682703,9.459790842021327,8.794824928166031,9.843790625331076,3.696351493766533,1.4109872176126714,3.7111300874986335,7.101675972443167,4.727387827561898,5.587248662145568,6.251903885092671,5.752572642000236,7.019296654609499,4.897839807413598,5.560681634861681,6.104793234647128,5.620400869340338,11.448856167074211,11.714837208203916,10.533641683794777,13.021360022190123,13.628986985054611,0.4121103130782692,6.923333309929999,8.139294611317721,7.787921300552374,12.782405071501094,4.001863727709471,10.907789161751312,6.391740382533743,6.787935509215278,6.267652497630382,6.046993859265423,6.206757363893241,1.0745254611778874,3.203495304747729,3.09,3.66,3.13,3.34,3.68,6.04,6.87,8.1,8.96,0.25,0.59,2.95,3.78,5.01,5.87,4.667392141270248,0.3570455752464629,4.81931336317733,0.4231746968533549,0.2369683469238532,4.82108770026858,4.808927031658718,4.745801324415934,4.62986280833456,4.694096404331623,4.956531042140353,4.888090948873956,4.857484122372089,5.270432168199889,4.869839491805396,4.785823694028594,5.038898765849996,4.960744531490499,4.9351931061184695,4.9351931061184695,4.216090121885477,4.907797526964107,4.194491525905447,4.08773947994708,2.4915512752881224,2.6304490271247656,2.441477178892862,4.446174466220962,11.042297640971476,12.19370579023737,6.705385575578602,2.680610553864736,1992,11,2.661228611367788
9.032415854142142,8.887984035728419,4.05743851881938,13.58493390950532,12.061653625790465,4.164597987765735,4.295535590469483,4.272616276686024,4.429834185284315,4.167252663628261,4.523132250003034,3.8058065902594778,4.008648701379726,3.57336761546093,4.618528574098281,4.163721375549505,4.3945343485742,4.147408137903333,4.381712847947976,8.010027528813849,11.764104328514874,11.686853561700255,7.4,2.944439031798018,8.067462667323635,7.922623574579736,8.202756381929534,7.374629015845905,7.628517627061437,12.733755386365536,11.603698092921206,10.00224632460469,6.392921635491968,8.440312147296263,9.727287222806744,9.200996857073967,8.833754223564124,11.378548000253348,10.002789753655264,8.52349330416346,9.460686553957894,8.797397374163186,9.84575250193786,3.696351493766533,1.4109872176126714,3.7111300874986335,7.112327445525907,5.043425123370859,5.624017509797447,6.274762023125178,5.575949106934195,7.0698741293089125,4.85981241211361,5.634789606740678,6.1696107345835065,5.66642669157264,11.444357503207067,11.744671905099638,10.609600315510775,13.018994211029312,13.63614462899715,0.4121103130782692,6.932350326813222,8.13876915591111,7.786011793953866,12.799123209554596,4.036009002876981,10.941995917152232,6.391014027341161,6.788809568806611,6.268469232984376,6.076816216502959,6.233429854625488,1.044436590810758,3.2260593435053035,2.92,3.67,3.22,3.36,3.71,6.08,6.77,7.98,8.81,0.44,0.79,3.16,3.85,5.06,5.89,4.6703657456036005,0.3519947087042822,4.820611357991743,0.4389005289395194,0.2409842552968487,4.821893177550908,4.809742359866825,4.745801324415934,4.618086421126306,4.692264902004928,4.957937512123213,4.888844244572454,4.859036917703094,5.274536843002961,4.871373234425583,4.785823694028594,5.041487764043144,4.962844637252914,4.937347505500025,4.936629887964511,4.217829842469051,4.904163057001386,4.1968109088100665,4.090286355495688,2.492378747339684,2.6318889120790896,2.443216309614761,4.510859517505861,11.035018687977477,12.200216129575209,6.715499744413302,2.547983243455163,1992,12,2.6130211513859263
9.00449607215054,8.852836513296817,4.056002147252024,13.58743556078564,12.073158205414163,4.168610632591927,4.299601103872524,4.277489405023108,4.435634946714054,4.182512646356894,4.525468764236556,3.8094253584201576,4.012590269789367,3.588368300160947,4.626332682360702,4.173160379111304,4.332799638232124,4.14864019424676,4.389190922268666,7.986504938894015,11.762905670245786,11.68750882567746,7.3,2.906901114492183,8.101374671531703,7.88193748964957,8.115520881845633,7.229838778875888,7.583756301215759,12.75303731591493,11.60636116176485,10.004824986487227,6.394593597089163,8.447628728244737,9.728598307619023,9.20250979296178,8.834773814359464,11.381232381630753,10.005457326165,8.523970175893911,9.46356297860402,8.799963219657736,9.846970109753864,3.701301998803851,1.4586152552576293,3.7160081458330887,7.098375639417233,4.86753445814789,5.7137328088097,6.320768296049144,5.39816270604264,7.070724108109895,4.955827064643514,5.638354672892465,6.184148892999339,5.594711383319312,11.464711634699004,11.708796478555564,10.527016666242003,13.006905386737076,13.636363556933048,0.4054657747746087,6.937702356320586,8.137132637822274,7.780846191967732,12.795524589754129,4.025351708592292,10.93131965916108,6.389387284581701,6.786832407822258,6.26972226387615,6.075874629287071,6.22447922019781,1.048064387984582,3.2074811433626365,3.02,3.25,3.0,3.14,3.5,5.83,6.6,7.91,8.67,0.12,0.48,2.81,3.58,4.89,5.65,4.684773664291453,0.3902844629770337,4.828259343823003,0.4269010413565646,0.2452188881660589,4.823502188343665,4.811371024708686,4.74840436273951,4.622027312887356,4.691347891403455,4.9614450569082855,4.888844244572454,4.86136159908844,5.280153401012015,4.872904628281286,4.785823694028594,5.045358736593792,4.9656379351390205,4.939497273421112,4.939497273421112,4.220272133514537,4.90630388576283,4.1965099940313895,4.093877803307104,2.494857063149416,2.6318889120790896,2.446685523547885,4.492001499080661,11.031254030873,12.192357572424706,6.71430474541673,2.532426245221962,1993,1,2.589741892430074
9.009091131533598,8.858439727339928,4.05785347092577,13.58615278958762,12.065338230462435,4.1732943806019405,4.302282437649941,4.277927836604441,4.436737344913346,4.178141766789324,4.5285914825515885,3.810592556929506,4.019831141218434,3.5960073273415056,4.627559670364845,4.175826249452385,4.358614714459324,4.159501657628155,4.390022098097406,8.023879993062424,11.763357281649638,11.689187030392691,7.1,2.901421649027803,8.149312843924278,7.85554467830326,8.06777619609237,7.15695636539506,7.553286606124803,12.73154054603599,11.608635564804969,10.007351949611484,6.37842618534938,8.45829208370821,9.729431740218711,9.203013596690456,8.836083191137602,11.383443007203375,10.007667371490845,8.523274661930893,9.467475604314968,8.801770449065007,9.847023015607906,3.7037680912382287,1.481604768196917,3.7160081458330887,7.098375639417233,4.828313745302301,5.68697535972965,6.278521426042017,5.54907608878627,7.045776577750592,4.962844637252914,5.587248662145568,6.186208625958107,5.5294290914796775,11.455349316843224,11.76643525945586,10.63221903484419,13.00791502550681,13.638879579076631,0.4054657747746087,6.940706380089409,8.135786348694012,7.777415513347073,12.79246945614602,3.987130496467827,10.893028746168463,6.386055075726765,6.787801803248854,6.273872135769101,6.09063092086646,6.232271185592685,1.0359951496487068,3.205711444194048,3.03,3.18,2.93,3.07,3.39,5.43,6.26,7.71,8.39,0.04,0.36,2.4,3.23,4.68,5.36,4.684593324229658,0.4172625768357914,4.793800972667133,0.3642965257555069,0.2312712320503404,4.825910860705237,4.813809059216302,4.752727758973834,4.617098766734788,4.687671416707938,4.963543693550525,4.897839807413598,4.864452791634224,5.285232132065238,4.875960398397419,4.785823694028594,5.047288618171026,4.967727800043922,4.94235646048072,4.941642429752162,4.221769865149993,4.905237748123186,4.199440057765198,4.095327429050215,2.4973292520910806,2.632608077826075,2.4484156276360047,4.461299827115734,10.98199916951424,12.19164156660705,6.725924602886536,2.611884395354385,1993,2,2.641848749481994
9.013981998529172,8.863870323515998,4.061855822402406,13.584964278949714,12.082485926039844,4.175326843742471,4.305020056000935,4.28035792092148,4.43821083592837,4.188619372883397,4.526768558505545,3.8196906096210097,4.020958142507308,3.6009549603600552,4.6334816183541925,4.178852685072691,4.39181236039621,4.139410355078327,4.389714519511226,8.017637160238076,11.764337666256754,11.690854053467827,7.1,2.8678989588622863,8.11671562511762,7.870929597136822,8.011023379518226,7.230563154133405,7.398174093582835,12.779168595025109,11.6109138733075,10.004734619597595,6.379274721673778,8.453187861653545,9.727466108350276,9.199885914173375,8.835792366648173,11.38695399541962,10.008252891156236,8.523731768454516,9.46807856813217,8.806873266680393,9.848925764596247,3.70868210591992,1.5040776189984717,3.720862524180062,7.137278438055298,4.77912350151489,5.552959588797586,6.333279629915889,5.762051385924831,7.006695227742838,4.762173943344765,5.480638927508658,6.163314806139905,5.605802069972468,11.446497159324876,11.75504777489007,10.596484721869952,13.000430744066156,13.649198561523065,0.4121103130782692,6.95425711358812,8.13484872959193,7.771615228089851,12.818009770667288,4.034240655851511,10.941995917152232,6.372748126208641,6.794283624575539,6.27811010318722,6.093750342905661,6.2245584312555575,1.0366127006437258,3.1746410735123662,2.96,3.14,2.87,2.97,3.24,5.13,5.97,7.46,8.14,0.01,0.28,2.17,3.01,4.5,5.18,4.648690733895713,0.3783686252019856,4.722165364700016,0.4348303641127535,0.2327777926123771,4.833898123551651,4.822698006561717,4.7587492824927216,4.636668862737385,4.648229685027083,4.9684234522410495,4.897839807413598,4.864452791634224,5.293807216092752,4.87824611366086,4.790819541180369,5.054333155743596,4.973279514472902,4.946629971227663,4.946629971227663,4.226468729753012,4.910203361144913,4.198239018740208,4.102296213877714,2.5030740355765064,2.638342860157016,2.453588052515092,4.44968529482994,10.985631648513872,12.19558574975684,6.753759105051561,2.59946976632355,1993,4,2.6449016052660363
9.013754278834243,8.864294453701985,4.065327630308976,13.586547049759965,12.091929228424936,4.171466099737256,4.301135142926704,4.2752637611717805,4.430892998321012,4.1900077251750885,4.516227501587975,3.820981722902288,4.017125105699592,3.6021662417597224,4.624190163956916,4.1775775754546896,4.311740977006006,4.141694022409098,4.38686616771977,8.058643712531973,11.769612103727226,11.69620489619762,7.1,2.862200938072324,8.120588712037623,7.869783902912263,8.039479919422925,7.18916773917504,7.482118924115179,12.747233469095148,11.613404083545491,10.007351949611484,6.380969637330897,8.466531276824403,9.727108305257447,9.19877373570588,8.836519269347807,11.389412293409134,10.010456773578298,8.52611328898902,9.46977727906481,8.810310466507145,9.849611979619578,3.7037680912382287,1.481604768196917,3.7160081458330887,7.138867000739174,4.762173943344765,5.707110268071135,6.318968115548237,5.659482219243942,7.013915475709808,4.852030271732117,5.54907608878627,6.126869186297591,5.594711383319312,11.456027017346722,11.748226809895934,10.578903459091206,12.991685053764492,13.649785317270656,0.3987767910980821,6.971574792633265,8.14232518157641,7.776283319076274,12.823418112676531,4.027135830353963,10.933106969735144,6.376731541425492,6.800326181951019,6.275305039505878,6.0986359244157,6.2416005054325305,1.032799120490827,3.16626611491208,3.0,3.14,2.96,3.07,3.36,5.2,6.04,7.43,8.21,0.07,0.36,2.2,3.04,4.43,5.21,4.644959520138115,0.3718400699232416,4.703593705226834,0.4367706040564172,0.2388601952794969,4.833898123551651,4.823502188343665,4.756173068123071,4.659658380741858,4.602165686997883,4.9712012317856615,4.894101485330941,4.866764931374783,5.300814251734155,4.879767026490001,4.7933081363884895,5.058154816421511,4.975353486857693,4.94946886594594,4.948759897470366,4.229559967351282,4.910159134231681,4.197863398028207,4.107359515750752,2.5055260186233856,2.6404849529331176,2.455306265848616,4.385769633406016,10.987848775451283,12.189615364323824,6.757540693727745,2.6052789969487886,1993,5,2.627198176753814
